date,pcTime,msFromStart,arduinoNumber,spoutNumber,licksCum,eventsCum,rewardsCum,randomSpout
20210504,121747,169032,0,0,1,0,0,0
20210504,121747,169466,0,0,2,0,0,0
20210504,121747,169900,0,0,3,0,0,0
20210504,121748,170358,0,0,4,0,0,0
20210504,121748,170791,0,0,5,0,0,0
20210504,121749,171604,0,0,5,1,1,0
20210504,121752,174602,0,2,1,0,0,0
20210504,121753,174975,0,2,2,0,0,0
20210504,121753,175302,0,2,3,0,0,0
20210504,121753,175666,0,2,4,0,0,0
20210504,121754,176106,0,2,5,0,0,0
20210504,121755,176908,0,2,5,1,1,0
20210504,121800,182788,1,0,1,0,0,0
20210504,121801,183289,1,0,2,0,0,0
20210504,121801,183638,1,0,3,0,0,0
20210504,121802,184073,1,0,4,0,0,0
20210504,121802,184504,1,0,5,0,0,0
20210504,121803,185307,1,0,5,1,1,0
20210504,121806,188441,1,2,1,0,0,0
20210504,121807,189464,1,2,2,0,0,0
20210504,121808,189998,1,2,3,0,0,0
20210504,121808,190481,1,2,4,0,0,0
20210504,121810,191915,1,2,5,0,0,0
20210504,121810,192728,1,2,5,1,1,0
20210504,121818,200022,0,0,6,1,1,0
20210504,121818,200439,0,0,7,1,1,0
20210504,121818,200848,0,0,8,1,1,0
20210504,121819,201339,0,0,9,1,1,0
20210504,121819,201825,0,0,10,1,1,0
20210504,121820,202633,0,0,10,2,2,0
20210504,121824,206575,0,2,6,1,1,0
20210504,121825,206986,0,2,7,1,1,0
20210504,121825,207438,0,2,8,1,1,0
20210504,121825,207855,0,2,9,1,1,0
20210504,121826,208258,0,2,10,1,1,0
20210504,121827,209058,0,2,10,2,2,0
20210504,121829,211711,1,0,6,1,1,0
20210504,121830,212226,1,0,7,1,1,0
20210504,121830,212736,1,0,8,1,1,0
20210504,121831,213303,1,0,9,1,1,0
20210504,121831,213855,1,0,10,1,1,0
20210504,121832,214658,1,0,10,2,2,0
20210504,121835,217739,1,2,6,1,1,0
20210504,121836,218228,1,2,7,1,1,0
